title,date,link,weekendRevenue,weekendScreens,firstRevenue,firstScreens,multipleTables
Bodyguard,8/31/2011,/movies/?id=bodyguard2011.htm,"$936,600",88,"$208,900",86,True
Bol,8/31/2011,/movies/?id=bol.htm,"$67,700",38,-3,-4,True
Joker,8/31/2012,/movies/?id=joker.htm,"$116,600",74,"$32,200",74,True
Mugamoodi,8/31/2012,/movies/?id=mugamoodi.htm,"$61,400",21,"$20,100",21,True
"For a Good Time, Call... ",8/31/2012,/movies/?id=foragoodtimecall.htm,"$159,300",23,"$48,300",23,True
Breathing,8/31/2012,/movies/?id=breathing.htm,"$1,100",1,-3,-4,True
Bullet Vanishes,8/31/2012,/movies/?id=bulletvanishes.htm,"$48,100",14,-3,-4,True
The Tall Man,8/31/2012,/movies/?id=tallman.htm,-1,-2,-3,-4,False
The Possession,8/31/2012,/movies/?id=dibbukbox.htm,"$19,624,200","2,816","$6,727,200","2,816",True
Flying Swords of Dragon Gate,8/31/2012,/movies/?id=flyingswordsofdragongate.htm,"$105,600",15,-3,-4,True
The Good Doctor,8/31/2012,/movies/?id=gooddoctor.htm,"$3,500",2,-3,-4,True
The Seasons in Quincy: Four Portraits of John Berger,8/31/2016,/movies/?id=seasonsinquincy.htm,"$5,400",1,"$1,500",1,False
The Sicilian Girl,8/4/2010,/movies/?id=siciliangirl.htm,"$6,600",1,-3,-4,False
Dragon Ball Z: Resurrection 'F',8/4/2015,/movies/?id=dragonballzresurrectionoff.htm,"$1,897,300",183,"$2,061,800",895,False
All I See is You,8/4/2017,/movies/?id=alliseeisyou.htm,-1,-2,-3,-4,False
Blazing Samurai,8/4/2017,/movies/?id=blazingsamurai.htm,-1,-2,-3,-4,False
Emoji Movie: Express Yourself,8/4/2017,/movies/?id=theemojimovie.htm,-1,-2,-3,-4,False
The Whistleblower,8/5/2011,/movies/?id=whistleblower11.htm,"$66,100",7,-3,-4,False
The Change-Up,8/5/2011,/movies/?id=changeup.htm,"$14,672,900","2,913","$5,180,700","2,913",False
Bellflower,8/5/2011,/movies/?id=bellflower.htm,"$24,200",2,-3,-4,False
Protektor,8/5/2011,/movies/?id=protektor.htm,"$3,200",2,-3,-4,False
Mysteries of Lisbon,8/5/2011,/movies/?id=mysteriesoflisbon.htm,"$13,300",2,-3,-4,False
The Perfect Age of Rock 'n' Roll,8/5/2011,/movies/?id=perfectageofrockandroll.htm,-1,-2,-3,-4,False
Magic Trip,8/5/2011,/movies/?id=magictrip.htm,"$15,600",4,-3,-4,False
Gun Hill Road,8/5/2011,/movies/?id=gunhillroad.htm,"$41,200",3,"$15,600",3,False
Rise of the Planet of the Apes,8/5/2011,/movies/?id=riseoftheapes.htm,"$59,430,900","3,648","$21,183,100","3,648",False
The Tunnel (2011),8/5/2011,/movies/?id=tunnel11.htm,$500,1,-3,-4,False
Dragon Ball Z: Battle of Gods,8/5/2014,/movies/?id=dragonballz2014.htm,"$315,900",62,"$1,143,000",692,False
Shaun the Sheep Movie,8/5/2015,/movies/?id=shaunthesheep.htm,"$4,215,200","2,320","$889,300","2,202",False
Citizen Soldier,8/5/2016,/movies/?id=citizensoldier.htm,-1,-2,-3,-4,False
Operation Chromite,8/5/2016,/movies/?id=operationchromite.htm,"$32,000",1,-3,-4,False
Little Men (2016),8/5/2016,/movies/?id=littlemen2016.htm,"$30,700",2,-3,-4,False
Five Nights in Maine,8/5/2016,/movies/?id=fivenightsinmaine.htm,"$9,200",10,-3,-4,False
La Novia (The Bride),8/5/2016,/movies/?id=lanovia.htm,-1,-2,-3,-4,False
The Brooklyn Banker,8/5/2016,/movies/?id=thebrooklynbanker.htm,-1,-2,-3,-4,False
Suicide Squad,8/5/2016,/movies/?id=dc2016.htm,"$135,253,100","4,255","$65,655,800","4,255",False
Front Cover,8/5/2016,/movies/?id=frontcover.htm,"$7,000",1,-3,-4,False
The Remains,8/5/2016,/movies/?id=theremains.htm,-1,-2,-3,-4,False
Neither Heaven Nor Earth,8/5/2016,/movies/?id=neitherheavennorearth.htm,"$2,900",1,-3,-4,False
Nine Lives (2016),8/5/2016,/movies/?id=ninelives2016.htm,"$6,323,400","2,264","$2,404,200","2,264",False
Multiple Maniacs (2016 re-issue),8/5/2016,/movies/?id=multiplemaniacs2016.htm,"$9,900",1,-3,-4,False
Bottle Shock,8/6/2008,/movies/?id=bottleshock.htm,"$333,500",48,"$46,800",48,False
Pineapple Express,8/6/2008,/movies/?id=pineappleexpress.htm,"$27,874,600","3,072","$14,492,700","3,072",False
Patti Smith: Dream of Life,8/6/2008,/movies/?id=pattismithdreamoflife.htm,"$12,000",1,-3,-4,False
The Sisterhood of the Traveling Pants 2,8/6/2008,/movies/?id=travelingpants2.htm,"$12,805,200","2,707","$6,871,600","2,667",False
Lebanon,8/6/2010,/movies/?id=lebanon.htm,"$19,100",2,-3,-4,False
Twelve,8/6/2010,/movies/?id=twelve.htm,"$123,100",231,"$39,700",231,False
The Other Guys,8/6/2010,/movies/?id=ferrellwahlberg2010.htm,"$39,692,200","3,651","$14,656,200","3,651",False
Brotherhood (Broderskab),8/6/2010,/movies/?id=brotherhood.htm,"$2,600",1,-3,-4,False
The Disappearance of Alice Creed,8/6/2010,/movies/?id=alicecreed.htm,"$45,000",10,"$14,300",10,False
Middle Men,8/6/2010,/movies/?id=middlemen.htm,"$363,700",252,"$115,800",252,False
Step Up 3-D,8/6/2010,/movies/?id=stepup3d.htm,"$17,658,100","2,435","$7,434,400","2,435",False
The Wildest Dream,8/6/2010,/movies/?id=wildestdream.htm,"$75,800",12,-3,-4,True
The Oxford Murders,8/6/2010,/movies/?id=oxfordmurders.htm,"$1,300",1,-3,-4,False
Cairo Time,8/6/2010,/movies/?id=cairotime.htm,"$74,000",5,-3,-4,False
Flipped,8/6/2010,/movies/?id=flipped.htm,"$250,400",45,"$81,600",45,False
Singh Is Kinng,8/7/2008,/movies/?id=singhiskinng.htm,"$1,384,500",112,"$53,000",112,False
Julie & Julia,8/7/2009,/movies/?id=julieandjulia.htm,"$23,115,400","2,354","$7,493,100","2,354",False
Paper Heart,8/7/2009,/movies/?id=paperheart.htm,"$253,300",38,"$86,300",38,False
Cold Souls,8/7/2009,/movies/?id=coldsouls.htm,"$73,100",7,-3,-4,False
Beeswax,8/7/2009,/movies/?id=beeswax.htm,"$6,700",1,-3,-4,True
Bliss (2009),8/7/2009,/movies/?id=bliss09.htm,"$8,100",1,-3,-4,True
G.I. Joe: The Rise of Cobra,8/7/2009,/movies/?id=gijoe.htm,"$63,147,400","4,007","$25,575,300","4,007",False
A Perfect Getaway,8/7/2009,/movies/?id=perfectgetaway.htm,"$6,865,600","2,159","$2,417,400","2,159",False
I Sell the Dead,8/7/2009,/movies/?id=isellthedead.htm,"$4,100",1,-3,-4,False
Percy Jackson: Sea of Monsters,8/7/2013,/movies/?id=percyjackson2.htm,"$15,815,400","3,031","$5,988,600","2,907",True
We're the Millers,8/7/2013,/movies/?id=werethemillers.htm,"$29,014,200","3,260","$7,444,000","3,260",False
The Gift (2015),8/7/2015,/movies/?id=blumhousejuly2015.htm,"$12,371,600","2,503","$4,301,200","2,503",False
Dark Places,8/7/2015,/movies/?id=darkplaces.htm,"$31,200",32,-3,-4,False
Fantastic Four,8/7/2015,/movies/?id=fantasticfour15.htm,"$26,806,600","3,995","$11,775,200","3,995",False
Sneakerheadz,8/7/2015,/movies/?id=sneakerheadz.htm,"$2,000",3,-3,-4,False
Kahlil Gibran's The Prophet,8/7/2015,/movies/?id=theprophet.htm,"$28,600",2,"$11,900",2,False
Cop Car,8/7/2015,/movies/?id=copcar.htm,"$27,300",3,"$10,200",3,False
The Dinner,8/7/2015,/movies/?id=thedinner.htm,$800,1,-3,-4,False
The Diary of a Teenage Girl,8/7/2015,/movies/?id=diaryofateenagegirl.htm,"$54,600",4,-3,-4,False
Metropolitan (2015 re-release),8/7/2015,/movies/?id=metropolitan15.htm,"$7,900",1,-3,-4,False
Kurt Cobain: Montage of Heck,8/7/2015,/movies/?id=kurtcobainmontageofheck.htm,-1,-2,-3,-4,False
Assassination (2015),8/7/2015,/movies/?id=assassination15.htm,"$300,300",33,-3,-4,False
The Falling,8/7/2015,/movies/?id=falling2015.htm,-1,-2,-3,-4,False
Ricki and the Flash,8/7/2015,/movies/?id=rickiandtheflash.htm,"$6,899,400","1,603","$2,361,500","1,603",False
Untitled WB Event Film #2 (2020),8/7/2020,/movies/?id=wbevent2020b.htm,-1,-2,-3,-4,False
Daddy Day Camp,8/8/2007,/movies/?id=daddydaycamp.htm,"$4,258,300","2,332","$968,300","2,184",False
Dans Paris,8/8/2007,/movies/?id=dansparis.htm,"$15,300",2,-3,-4,False
Beautiful Losers,8/8/2008,/movies/?id=beautifullosers.htm,"$12,700",1,-3,-4,False
Red (2008),8/8/2008,/movies/?id=red08.htm,"$3,800",2,-3,-4,False
Elegy,8/8/2008,/movies/?id=elegy.htm,"$124,900",6,"$198,600",139,False
Hell Ride,8/8/2008,/movies/?id=hellride.htm,"$120,100",82,"$38,100",82,False
What We Do Is Secret,8/8/2008,/movies/?id=whatwedoissecret.htm,"$7,100",1,-3,-4,False
Beer for My Horses,8/8/2008,/movies/?id=beerformyhorses.htm,"$250,900",91,"$97,300",91,False
Meet the Fokkens,8/8/2012,/movies/?id=meetthefokkens.htm,"$8,400",1,-3,-4,True
Nitro Circus the Movie 3D,8/8/2012,/movies/?id=nitrocircus.htm,"$1,310,000",800,"$736,700",800,False
Hope Springs,8/8/2012,/movies/?id=greathopesprings.htm,"$16,213,100","2,361","$2,507,000","2,361",False
Chennai Express,8/8/2013,/movies/?id=chennaiexpress.htm,"$2,438,600",196,"$215,300",144,False
Fifi Howls From Happiness,8/8/2014,/movies/?id=fifihowls.htm,"$2,900",1,-3,-4,False
What Now? Remind Me,8/8/2014,/movies/?id=whatnowremindme.htm,"$1,500",1,-3,-4,False
Into The Storm,8/8/2014,/movies/?id=intothestorm.htm,"$18,484,200","3,434","$6,956,900","3,434",False
Teenage Mutant Ninja Turtles (2014),8/8/2014,/movies/?id=tmnt2013.htm,"$69,876,400","3,845","$27,281,500","3,845",False
The Dog,8/8/2014,/movies/?id=dog.htm,"$13,200",3,-3,-4,False
The Hundred-Foot Journey,8/8/2014,/movies/?id=100foot.htm,"$11,699,500","2,023","$3,902,800","2,023",False
James Cameron's Deepsea Challenge 3D,8/8/2014,/movies/?id=deepsea2014.htm,"$159,700",304,"$48,200",304,False
What If (2014),8/8/2014,/movies/?id=whatif2014.htm,"$142,700",20,"$52,600",20,False
About Alex,8/8/2014,/movies/?id=aboutalex.htm,-1,-2,-3,-4,False
Boy Meets Girl,8/8/2014,/movies/?id=boymeetsgirl.htm,-1,-2,-3,-4,False
The Admiral: Roaring Currents,8/8/2014,/movies/?id=admiral.htm,"$54,800",1,-3,-4,False
Step Up All In,8/8/2014,/movies/?id=stepup5.htm,"$6,894,200","2,072","$3,043,600","2,072",False
Rurouni Kenshin: Origins,8/8/2016,/movies/?id=rurounikenshin:origins.htm,-1,-2,"$31,400",27,False
Lovelace,8/9/2013,/movies/?id=lovelace.htm,"$202,700",118,-3,-4,False
Whensday,8/9/2013,/movies/?id=whensday.htm,"$13,700",1,-3,-4,False
Elysium,8/9/2013,/movies/?id=elysium.htm,"$32,734,900","3,284","$12,177,300","3,284",False
Planes,8/9/2013,/movies/?id=planes.htm,"$24,415,800","3,702","$8,960,300","3,702",False
In a World,8/9/2013,/movies/?id=inaworld.htm,"$77,500",3,"$23,900",3,False
I Give It a Year,8/9/2013,/movies/?id=igiveitayear.htm,"$6,000",2,-3,-4,False
Snake and Mongoose,8/9/2013,/movies/?id=snakeandmongoose.htm,"$22,200",1,-3,-4,False
Prince Avalanche,8/9/2013,/movies/?id=princeavalanche.htm,"$40,300",14,-3,-4,False
La Fanciulla Del West (The Girl of the Golden West),8/9/2016,/movies/?id=girlofthegoldenwest.htm,-1,-2,-3,-4,False
The American,9/1/2010,/movies/?id=american10.htm,"$14,716,100","2,823","$1,869,800","2,721",True
My Dog Tulip,9/1/2010,/movies/?id=mydogtulip.htm,"$12,900",1,-3,-4,True
De Mai Tinh (Fool for Love),9/10/2010,/movies/?id=foolforlove10.htm,"$55,100",8,-3,-4,False
I'm Still Here,9/10/2010,/movies/?id=imstillhere.htm,"$107,900",19,-3,-4,False
Who Is Harry Nilsson?,9/10/2010,/movies/?id=harrynilsson.htm,"$6,800",1,-3,-4,False
Ahead of Time,9/10/2010,/movies/?id=aheadoftime.htm,"$14,300",1,-3,-4,False
The Afterlight,9/10/2010,/movies/?id=afterlight.htm,"$1,600",1,"$1,100",1,True
Genius Within: The Inner Life of Glenn Gould,9/10/2010,/movies/?id=geniuswithin.htm,"$19,000",3,-3,-4,True
Resident Evil: Afterlife,9/10/2010,/movies/?id=residentevil4.htm,"$29,761,200","3,203","$11,992,500","3,203",False
Legendary,9/10/2010,/movies/?id=legendary.htm,"$141,800",177,-3,-4,False
The Trial (2010),9/10/2010,/movies/?id=trial2010.htm,"$10,000",1,-3,-4,False
Bran Nue Dae,9/10/2010,/movies/?id=brannuedae.htm,"$26,300",16,"$7,100",16,False
Logan,9/10/2010,/movies/?id=logan.htm,"$8,000",1,-3,-4,False
Dabangg,9/10/2010,/movies/?id=dabangg.htm,"$701,500",62,-3,-4,False
The Romantics,9/10/2010,/movies/?id=romantics.htm,"$50,800",2,"$18,000",2,False
"Lovely, Still",9/10/2010,/movies/?id=lovelystill.htm,"$5,100",2,-3,-4,False
Heartbreaker,9/10/2010,/movies/?id=heartbreaker2010.htm,"$58,800",3,-3,-4,False
Midnight Reckoning,9/10/2010,/movies/?id=midnightreckoning.htm,"$1,100",1,-3,-4,False
Hideaway (Le Refuge),9/10/2010,/movies/?id=lerefuge.htm,"$12,400",4,-3,-4,False
My Old Lady,9/10/2014,/movies/?id=myoldlady.htm,"$132,900",11,"$168,900",255,True
Duran Duran: Unstaged,9/10/2014,/movies/?id=duranduranunstaged.htm,-1,-2,-3,-4,False
Born to Fly: Elizabeth Streb vs. Gravity,9/10/2014,/movies/?id=borntofly.htm,"$9,000",1,"$3,700",1,False
Whiteout,9/11/2009,/movies/?id=whiteout.htm,"$5,672,800","2,745","$2,043,400","2,745",False
Gogol Bordello Non-Stop,9/11/2009,/movies/?id=gogolbordellononstop.htm,"$3,200",1,-3,-4,False
White on Rice,9/11/2009,/movies/?id=whiteonrice.htm,"$9,300",2,-3,-4,True
Sorority Row,9/11/2009,/movies/?id=sororityrow.htm,"$5,839,800","2,665","$2,271,700","2,665",False
The Other Man,9/11/2009,/movies/?id=otherman.htm,"$59,900",8,"$17,100",8,False
Beyond a Reasonable Doubt,9/11/2009,/movies/?id=beyondareasonabledoubt.htm,"$19,800",5,"$5,500",5,False
Tyler Perry's I Can Do Bad All By Myself,9/11/2009,/movies/?id=icandobadallbymyself.htm,"$27,061,200","2,255","$9,926,500","2,255",False
No Impact Man,9/11/2009,/movies/?id=noimpactman.htm,"$17,600",2,-3,-4,False
Give Me Your Hand,9/11/2009,/movies/?id=givemeyourhand.htm,"$2,800",1,-3,-4,False
The Big Gay Musical,9/11/2009,/movies/?id=biggaymusical.htm,"$9,300",1,"$3,800",1,False
Broken Hill,9/11/2009,/movies/?id=brokenhill.htm,"$37,100",48,-3,-4,False
Mademoiselle C,9/11/2013,/movies/?id=mademoisellec.htm,"$15,700",6,-3,-4,False
Paul Taylor: Creative Domain,9/11/2015,/movies/?id=paultaylor.htm,"$8,500(Estimate)",1,-3,-4,False
The Challenger,9/11/2015,/movies/?id=thechallenger.htm,"$12,800",28,"$4,200",28,False
The Beauty Inside,9/11/2015,/movies/?id=thebeautyinside.htm,"$52,700",23,-3,-4,False
Listening,9/11/2015,/movies/?id=listening.htm,-1,-2,-3,-4,False
The Perfect Guy,9/11/2015,/movies/?id=perfectguy.htm,"$27,017,800","2,221","$10,343,900","2,221",False
Goodnight Mommy,9/11/2015,/movies/?id=goodnightmommy.htm,"$66,400",4,"$3,100",4,False
Love Live! The School Idol Movie,9/11/2015,/movies/?id=loveliveschoolidolmovie.htm,"$120,900",28,-3,-4,False
Wolf Totem,9/11/2015,/movies/?id=wolftotem.htm,"$2,500",5,-3,-4,False
The Visit,9/11/2015,/movies/?id=blumhouse2015.htm,"$26,537,100","3,069","$9,608,900","3,069",False
90 Minutes in Heaven,9/11/2015,/movies/?id=90minutesinheaven.htm,"$2,124,100",878,"$791,900",878,False
A Brilliant Young Mind,9/11/2015,/movies/?id=abrilliantyoungmind.htm,"$32,800",3,"$7,200",3,False
Hero (2015),9/11/2015,/movies/?id=hero2015.htm,"$61,000",53,-3,-4,True
Sleeping with Other People,9/11/2015,/movies/?id=sleepingwithotherpeople.htm,"$93,000",5,-3,-4,False
Forever (2015),9/11/2015,/movies/?id=forever2015.htm,"$1,400",1,-3,-4,False
Breathe,9/11/2015,/movies/?id=breathe.htm,"$5,300",1,"$2,100",1,False
Meet the Patels,9/11/2015,/movies/?id=meetthepatels.htm,"$75,300",5,"$26,100",5,False
Forever,9/12/2007,/movies/?id=forever.htm,"$6,500",1,-3,-4,True
Moving Midway,9/12/2008,/movies/?id=movingmidway.htm,"$7,800",2,-3,-4,False
Proud American,9/12/2008,/movies/?id=proudamerican.htm,"$115,200",750,"$40,800",750,False
Burn After Reading,9/12/2008,/movies/?id=burnafterreading.htm,"$22,937,600","2,651","$7,740,100","2,651",False
Enlighten Up!,9/12/2008,/movies/?id=enlightenup.htm,"$14,100",1,"$8,300",1,True
Towelhead,9/12/2008,/movies/?id=towelhead.htm,"$63,300",4,"$18,800",4,False
Tyler Perry's The Family That Preys,9/12/2008,/movies/?id=familythatpreys.htm,"$20,842,900","2,070","$7,508,700","2,070",False
Greetings from the Shore,9/12/2008,/movies/?id=greetingsfromtheshore.htm,"$48,600",31,-3,-4,False
The Women (2008),9/12/2008,/movies/?id=women08.htm,"$12,129,800","2,962","$4,332,700","2,962",False
Loins of Punjab Presents,9/12/2008,/movies/?id=loinsofpunjabpresents.htm,"$17,800",4,-3,-4,False
Righteous Kill,9/12/2008,/movies/?id=righteouskill.htm,"$19,532,400","3,152","$7,012,000","3,152",False
Honeymoon,9/12/2014,/movies/?id=honeymoon.htm,"$4,400",2,-3,-4,False
No Good Deed (2014),9/12/2014,/movies/?id=nogooddeed13.htm,"$25,841,000","2,175","$9,398,900","2,175",False
The Quitter,9/12/2014,/movies/?id=quitter.htm,"$6,000",1,"$3,100",1,False
Swearnet,9/12/2014,/movies/?id=swearnet.htm,-1,-2,-3,-4,False
Atlas Shrugged Part III: Who Is John Galt?,9/12/2014,/movies/?id=atlasshrugged3.htm,"$491,400",242,"$44,700",242,False
The Homestretch,9/12/2014,/movies/?id=homestretch.htm,"$8,900",1,-3,-4,False
Faith Connections,9/12/2014,/movies/?id=faithconnections.htm,"$1,400",1,-3,-4,False
Dolphin Tale 2,9/12/2014,/movies/?id=dolphintale2.htm,"$16,914,600","3,656","$4,545,000","3,656",False
Sagrada: The Mystery of Creation,9/12/2014,/movies/?id=sagrada.htm,"$2,100",1,-3,-4,True
The Drop,9/12/2014,/movies/?id=drop.htm,"$4,373,800",809,"$1,552,000",809,False
I Am Eleven,9/12/2014,/movies/?id=iameleven.htm,"$6,200",2,-3,-4,True
The Mystery of Happiness,9/12/2014,/movies/?id=mysteryofhappiness.htm,$400,2,-3,-4,False
Bird People,9/12/2014,/movies/?id=birdpeople.htm,"$7,900",1,-3,-4,False
Take Me to the River,9/12/2014,/movies/?id=takemetotheriver.htm,"$27,300",12,-3,-4,False
The Green Prince,9/12/2014,/movies/?id=greenprince.htm,"$34,800",4,-3,-4,False
The Disappearance of Eleanor Rigby,9/12/2014,/movies/?id=eleanorrigby.htm,"$71,300",4,"$22,400",4,False
Stray Dogs,9/12/2014,/movies/?id=straydogs.htm,"$3,200",1,-3,-4,True
Smiling Through the Apocalypse,9/12/2014,/movies/?id=smilingapocalypse.htm,"$2,800",1,-3,-4,False
The Skeleton Twins,9/12/2014,/movies/?id=skeletontwins.htm,"$405,700",15,"$110,100",15,False
Finding Fanny,9/12/2014,/movies/?id=findingfanny.htm,"$549,200",121,"$179,400",121,False
Harry Dean Stanton: Partly Fiction,9/13/2013,/movies/?id=harrydeanstanton.htm,"$7,000",2,-3,-4,True
The Investigator,9/13/2013,/movies/?id=investigator.htm,"$102,900",11,"$29,100",11,False
And While We Were Here,9/13/2013,/movies/?id=andwhilewewerehere.htm,"$8,500",19,-3,-4,False
Le Joli Mai,9/13/2013,/movies/?id=lejolimai.htm,"$11,700",3,"$3,400",3,True
The Informant,9/13/2013,/movies/?id=informant2013.htm,"$3,200",2,-3,-4,False
Jayne Mansfield's Car,9/13/2013,/movies/?id=jaynemansfieldscar.htm,"$10,200",11,"$3,700",11,False
Plush,9/13/2013,/movies/?id=plush.htm,"$3,100",10,-3,-4,False
Wadjda (U.S. only),9/13/2013,/movies/?id=wadjda.htm,"$45,300",3,-3,-4,True
Final: The Rapture,9/13/2013,/movies/?id=finaltherapture.htm,"$35,000(Estimate)",2,"$7,200",3,True
The Family (2013),9/13/2013,/movies/?id=malavita.htm,"$15,413,200","3,091","$5,902,700","3,091",True
GMO OMG,9/13/2013,/movies/?id=gmoomg.htm,"$16,600(Estimate)",1,-3,-4,False
Insidious Chapter 2,9/13/2013,/movies/?id=insidious2.htm,"$44,227,400","3,049","$22,218,400","3,049",False
Herb and Dorothy 50x50,9/13/2013,/movies/?id=herbdorothy.htm,"$6,800",1,-3,-4,False
Grand Masti,9/13/2013,/movies/?id=grandmasti.htm,"$245,100",64,-3,-4,False
Blue Caprice,9/13/2013,/movies/?id=bluecaprice.htm,"$14,700",1,-3,-4,False
The Last Time I Saw Macao,9/13/2013,/movies/?id=lasttimeisawmacao.htm,"$3,100",1,-3,-4,True
Sample This,9/13/2013,/movies/?id=samplethis.htm,-1,-2,-3,-4,False
Mother of George,9/13/2013,/movies/?id=motherofgeorge.htm,"$24,700(Estimate)",1,-3,-4,False
Jerusalem,9/13/2013,/movies/?id=jerusalem.htm,"$8,400",1,-3,-4,True
Great World of Sound,9/14/2007,/movies/?id=greatworldofsound.htm,"$7,700",2,-3,-4,False
King of California,9/14/2007,/movies/?id=kingofcalifornia.htm,"$44,800",5,-3,-4,False
Angels in the Dust,9/14/2007,/movies/?id=angelsinthedust.htm,"$6,300",1,-3,-4,False
In the Valley of Elah,9/14/2007,/movies/?id=inthevalleyofelah.htm,"$167,100",9,"$50,200",9,True
December Boys,9/14/2007,/movies/?id=decemberboys.htm,"$19,800",4,"$6,500",4,False
Ira & Abby,9/14/2007,/movies/?id=iraandabby.htm,"$46,200",7,-3,-4,False
Eastern Promises,9/14/2007,/movies/?id=easternpromises.htm,"$684,700",15,"$210,700",15,False
Dragon Wars,9/14/2007,/movies/?id=dragonwars.htm,"$6,308,900","2,277","$2,004,800","2,277",False
Moving McAllister,9/14/2007,/movies/?id=movingmcallister.htm,"$35,900",86,-3,-4,False
My Brother's Wedding (re-issue),9/14/2007,/movies/?id=mybrotherswedding.htm,"$5,400",1,-3,-4,False
The Brave One,9/14/2007,/movies/?id=braveone.htm,"$16,858,900","2,755","$5,793,400","2,755",False
Across the Universe,9/14/2007,/movies/?id=acrosstheuniverse.htm,"$835,700",23,"$271,900",23,False
Silk,9/14/2007,/movies/?id=silk.htm,"$158,400",122,"$46,500",122,False
Mr. Woodcock,9/14/2007,/movies/?id=mrwoodcock.htm,"$10,964,400","2,231","$3,658,000","2,231",False
Return with Honor - A Missionary Homecoming,9/14/2007,/movies/?id=returnwithhonor.htm,"$38,600",23,-3,-4,False
The Mill and the Cross,9/14/2011,/movies/?id=millandthecross.htm,"$12,300",1,-3,-4,True
Granito: How to Nail a Dictator,9/14/2011,/movies/?id=granito.htm,"$4,700",1,-3,-4,True
Finding Nemo (3D),9/14/2012,/movies/?id=findingnemo3d.htm,"$18,468,100","2,904","$5,596,200","2,904",True
10 Years,9/14/2012,/movies/?id=10years.htm,"$25,100",3,"$8,000",3,False
The Master,9/14/2012,/movies/?id=themaster.htm,"$814,900",5,"$268,000",5,True
Resident Evil: Retribution,9/14/2012,/movies/?id=residentevil5.htm,"$23,298,200","3,012","$9,255,600","3,012",False
Port of Shadows (2012 re-issue),9/14/2012,/movies/?id=portofshadows.htm,"$7,300",1,"$2,000",1,True
Arbitrage,9/14/2012,/movies/?id=arbitrage.htm,"$2,215,800",197,"$664,600",197,True
Slaughter Creek,9/14/2012,/movies/?id=slaughtercreek.htm,"$54,700",16,-3,-4,False
Stolen (2012),9/14/2012,/movies/?id=stolen2012.htm,"$202,700",141,-3,-4,False
Bangkok Revenge,9/14/2012,/movies/?id=rebirth2012.htm,"$24,500",22,-3,-4,False
Step Up to the Plate,9/14/2012,/movies/?id=stepuptotheplate.htm,"$6,200",2,-3,-4,True
Liberal Arts,9/14/2012,/movies/?id=liberalarts.htm,"$30,400",4,-3,-4,False
Last Ounce of Courage,9/14/2012,/movies/?id=lastounceofcourage.htm,"$1,755,200","1,407","$763,600","1,407",False
